"Order","Price","LotFrontage","LotArea","LotConfig","HouseStyle","Quality","Condition","YearBuilt","YearRemodel","ExteriorQ","ExteriorC","Foundation","BasementHt","BasementC","BasementFin","BasementFinSF","BasementUnFinSF","BasementSF","Heating","HeatingQC","CentralAir","FirstSF","SecondSF","GroundSF","BasementFBath","BasementHBath","FullBath","HalfBath","Bedroom","KitchenQ","TotalRooms","Fireplaces","GarageType","GarageCars","GarageSF","GarageQ","GarageC","WoodDeckSF","OpenPorchSF","EnclosedPorchSF","ScreenPorchSF"
1946,301.6,113,21281,"Inside","2Story",5,4,1935,2007,"TA","TA","BrkTil","TA","Fa","Unf",0,666,666,"GasA","Gd","Y",1308,1778,3086,0,0,3,1,4,"Gd",9,0,"BuiltIn",3,1200,"TA","TA",0,208,290,156
1977,89.5,56,4480,"Corner","1Story",5,5,1922,1950,"TA","TA","PConc","Fa","Fa","LwQ",782,240,1022,"GasA","TA","N",1022,0,1022,1,0,1,0,2,"Fa",4,1,"Detchd",1,184,"TA","Fa",0,122,20,0
1516,135.9,55,5687,"Inside","2Story",5,6,1912,2000,"TA","Fa","PConc","TA","Fa","Rec",210,570,780,"GasA","Ex","N",936,780,1716,1,0,2,0,6,"Fa",9,0,"None",0,0,"None","None",0,184,0,0
1685,356,96,12469,"FR2","1Story",9,5,2006,2007,"Ex","TA","PConc","Ex","TA","GLQ",1151,639,1790,"GasA","Ex","Y",1816,0,1816,1,0,2,0,3,"Ex",7,1,"Attchd",3,730,"TA","TA",186,36,0,0
1732,171.925,62,8857,"Inside","2Story",6,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,738,738,"GasA","Ex","Y",738,757,1495,0,0,2,1,3,"Gd",7,1,"Attchd",2,440,"TA","TA",100,30,0,0
760,70,86,5160,"Inside","SFoyer",4,6,1923,1950,"TA","Gd","PConc","Gd","Fa","BLQ",749,46,858,"GasA","TA","Y",892,0,892,1,0,1,0,1,"Gd",5,0,"None",0,0,"None","None",0,0,105,160
1596,129.5,41,2665,"Inside","2Story",5,7,1976,1976,"TA","TA","PConc","Gd","TA","ALQ",318,232,550,"GasA","TA","Y",925,550,1475,0,0,2,0,4,"TA",6,1,"Attchd",1,336,"TA","TA",92,26,0,0
2607,160,84,8658,"Inside","1Story",6,5,1965,1965,"TA","TA","CBlock","TA","TA","Rec",643,445,1088,"GasA","Ex","Y",1324,0,1324,0,0,2,0,3,"TA",6,1,"Attchd",2,440,"TA","TA",0,138,0,0
2260,231.713,67,8368,"Inside","1Story",7,5,2006,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1689,1689,"GasA","Ex","Y",1689,0,1689,0,0,2,0,3,"Gd",7,0,"Attchd",2,433,"TA","TA",100,39,0,0
48,320,105,13650,"Corner","2Story",8,5,2002,2002,"Gd","TA","PConc","Gd","TA","GLQ",578,1093,1671,"GasA","Ex","Y",1687,563,2250,1,0,2,1,3,"Gd",7,1,"Attchd",3,756,"TA","TA",238,130,0,0
390,158,85,11050,"Corner","1Story",7,5,1975,1975,"TA","TA","CBlock","TA","TA","ALQ",636,540,1176,"GasA","Fa","Y",1193,0,1193,0,0,2,0,3,"TA",5,1,"Attchd",2,506,"TA","TA",40,0,0,0
2371,89,21,1680,"Inside","2Story",6,5,1972,1972,"TA","TA","CBlock","TA","TA","ALQ",276,207,483,"GasA","TA","Y",483,465,948,0,0,1,1,2,"TA",5,0,"Detchd",1,264,"TA","TA",0,0,0,0
2836,107,62,8707,"FR2","1.5Fin",4,5,1924,1950,"TA","TA","BrkTil","TA","TA","Unf",0,1093,1093,"GasA","TA","N",1093,576,1669,0,0,1,1,4,"TA",9,0,"Attchd",1,288,"Fa","TA",0,0,56,0
73,233,76,10142,"Inside","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","GLQ",656,300,956,"GasA","Ex","Y",956,1128,2084,1,0,2,1,4,"Gd",8,0,"BuiltIn",2,618,"TA","TA",0,45,0,0
93,285,88,11134,"Inside","2Story",8,5,1992,1993,"Gd","TA","PConc","Gd","TA","GLQ",1129,261,1390,"GasA","Ex","Y",1402,823,2225,1,0,2,1,4,"Gd",7,1,"Attchd",3,713,"TA","TA",198,30,0,0
245,178,77,9206,"Inside","2Story",6,5,1985,1985,"Gd","TA","CBlock","Gd","TA","Unf",0,741,741,"GasA","TA","Y",977,755,1732,0,0,2,1,3,"Gd",7,1,"Attchd",2,476,"TA","TA",192,46,0,0
857,136.5,0,7000,"CulDSac","1Story",5,8,1978,2005,"Gd","Gd","CBlock","TA","TA","ALQ",646,218,864,"GasA","Ex","Y",864,0,864,1,0,1,0,3,"TA",6,0,"Attchd",1,336,"TA","TA",0,0,0,0
1912,175,0,10050,"Inside","SFoyer",5,6,1966,1966,"TA","TA","CBlock","TA","TA","GLQ",602,191,793,"GasA","Ex","Y",1280,0,1280,0,1,2,0,3,"TA",6,1,"Basment",2,432,"TA","TA",140,40,0,0
1322,55,60,11340,"Inside","2Story",2,1,1920,1950,"Fa","Fa","BrkTil","Fa","Fa","Unf",0,723,723,"GasA","TA","N",723,363,1086,0,0,1,0,2,"TA",5,0,"Detchd",2,400,"Fa","Po",0,24,144,0
792,154.4,50,9350,"Inside","2Story",6,7,1946,1950,"TA","TA","CBlock","TA","TA","BLQ",342,405,747,"GasA","Ex","Y",892,747,1639,0,0,1,1,3,"Gd",6,1,"Detchd",1,240,"TA","TA",0,50,0,0
2756,204.9,73,8990,"Inside","1Story",7,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1498,1498,"GasA","Ex","Y",1498,0,1498,0,0,2,0,2,"Gd",5,0,"Attchd",2,675,"TA","TA",351,33,0,0
2735,225,78,7800,"Inside","2Story",5,8,1948,2002,"TA","Gd","CBlock","TA","Gd","GLQ",603,293,896,"GasA","Ex","Y",1112,896,2008,1,0,3,0,3,"Ex",8,0,"Attchd",1,230,"TA","TA",103,0,0,0
669,163,77,11500,"Inside","1Story",6,4,1967,1967,"Fa","TA","CBlock","TA","Fa","BLQ",872,108,1040,"GasA","Gd","Y",1040,0,1040,1,0,1,0,3,"TA",6,1,"Attchd",2,480,"TA","TA",0,0,156,0
1345,162.9,52,6240,"Inside","1.5Fin",5,7,1930,1992,"TA","TA","PConc","TA","TA","Unf",0,1078,1078,"GasA","TA","Y",1128,445,1573,0,0,2,0,3,"TA",8,1,"Detchd",2,360,"TA","TA",0,0,0,0
1976,127.5,50,6000,"Inside","1.5Fin",6,6,1927,1950,"TA","TA","BrkTil","TA","TA","Rec",276,569,845,"GasA","TA","Y",866,430,1296,0,0,1,0,3,"TA",6,0,"Detchd",2,576,"TA","TA",0,0,175,0
2102,200.141,103,11175,"Corner","1Story",7,5,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1316,1316,"GasA","Ex","Y",1316,0,1316,0,0,2,0,3,"Gd",6,1,"Attchd",2,440,"TA","TA",0,20,0,0
742,133,51,6120,"Inside","1.5Fin",4,7,1935,1995,"TA","TA","BrkTil","TA","TA","Unf",0,884,884,"GasA","Ex","Y",989,584,1573,0,0,1,0,3,"Gd",6,0,"Detchd",1,240,"TA","TA",0,0,54,120
1468,210,70,8750,"Inside","2Story",7,5,1994,1995,"Gd","Gd","PConc","Gd","TA","GLQ",642,273,915,"GasA","Ex","Y",933,975,1908,1,0,2,1,4,"Gd",8,1,"Attchd",2,493,"TA","TA",144,133,0,0
1340,113,50,5000,"Inside","1.5Unf",6,7,1926,1950,"TA","TA","BrkTil","TA","TA","Unf",0,992,992,"GasA","Ex","Y",1013,0,1013,0,0,1,0,3,"TA",6,0,"Detchd",1,160,"Fa","TA",0,0,101,0
2254,148,0,8750,"Inside","SLvl",7,6,1975,1975,"TA","TA","CBlock","TA","TA","Rec",224,98,852,"GasA","TA","Y",918,0,918,0,1,1,0,3,"TA",4,0,"Attchd",1,360,"TA","TA",192,84,0,0
1116,245,78,10206,"Inside","1Story",8,5,2007,2007,"TA","TA","PConc","Gd","TA","GLQ",33,1530,1563,"GasA","Ex","Y",1563,0,1563,0,0,2,0,3,"Gd",6,1,"Attchd",3,758,"TA","TA",144,99,0,0
2833,130,32,3363,"Inside","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,976,976,"GasA","Ex","Y",976,732,1708,0,0,2,0,3,"Gd",7,0,"Detchd",2,380,"TA","TA",0,40,0,0
1699,250,98,11428,"Inside","1Story",8,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1626,1626,"GasA","Ex","Y",1634,0,1634,0,0,2,0,3,"Gd",7,1,"Attchd",3,866,"TA","TA",0,44,0,0
2372,108,21,1680,"Inside","2Story",6,5,1972,1972,"TA","TA","CBlock","TA","TA","BLQ",382,143,525,"GasA","Gd","Y",525,567,1092,0,0,1,1,3,"TA",6,0,"Detchd",1,264,"TA","TA",352,0,0,0
2387,325.3,101,14215,"Corner","2Story",8,5,2005,2006,"Gd","TA","PConc","Ex","TA","Unf",0,1158,1158,"GasA","Ex","Y",1158,1218,2376,0,0,3,1,4,"Gd",9,1,"BuiltIn",3,853,"TA","TA",240,154,0,0
2625,81.4,60,8544,"Corner","1Story",3,4,1950,1950,"TA","TA","Slab","None","None","None",0,0,0,"Wall","Fa","N",1040,0,1040,0,0,2,0,2,"TA",6,0,"Detchd",2,400,"TA","Fa",0,0,0,0
201,109.5,51,6120,"Inside","1Story",6,5,1923,1950,"TA","TA","BrkTil","Fa","Fa","ALQ",960,164,1124,"GasA","TA","Y",1068,0,1068,1,0,1,0,2,"TA",5,1,"Detchd",1,288,"TA","TA",0,0,128,0
2015,132,52,6240,"Inside","1.5Fin",5,8,1939,1952,"TA","Gd","BrkTil","TA","TA","Rec",48,624,672,"GasA","Ex","Y",899,423,1322,1,0,1,0,4,"TA",7,0,"Detchd",1,280,"TA","TA",0,0,0,0
440,274.9,76,9591,"Inside","1Story",8,5,2004,2005,"Gd","TA","PConc","Ex","TA","GLQ",1088,625,1713,"GasA","Ex","Y",1713,0,1713,1,0,2,0,3,"Ex",7,1,"Attchd",3,856,"TA","TA",0,26,0,170
888,198.5,64,7301,"Corner","SFoyer",7,5,2003,2003,"Gd","TA","Slab","None","None","None",0,0,0,"GasA","Ex","Y",495,1427,1922,0,0,3,0,4,"Gd",7,1,"BuiltIn",2,672,"TA","TA",0,0,177,0
494,168,64,7848,"Inside","SLvl",7,6,1999,1999,"TA","TA","PConc","TA","TA","Unf",0,384,384,"GasA","Ex","Y",774,656,1430,0,0,2,1,3,"TA",7,1,"BuiltIn",2,410,"TA","TA",0,0,0,0
1412,99.6,50,9350,"Inside","SFoyer",5,5,1975,1975,"TA","TA","PConc","Gd","TA","GLQ",864,0,864,"GasA","Fa","N",864,0,864,1,0,1,0,2,"TA",4,0,"None",0,0,"None","None",0,0,0,0
16,538,47,53504,"CulDSac","2Story",8,5,2003,2003,"Ex","TA","PConc","Gd","TA","ALQ",1416,234,1650,"GasA","Ex","Y",1690,1589,3279,1,0,3,1,4,"Ex",12,1,"BuiltIn",3,841,"TA","TA",503,36,0,210
2803,133,37,4435,"Inside","1Story",6,5,2003,2003,"Gd","TA","PConc","Gd","TA","GLQ",717,131,848,"GasA","Ex","Y",848,0,848,1,0,1,0,1,"Gd",4,0,"Attchd",2,420,"TA","TA",140,0,0,0
166,160,87,10000,"Corner","1Story",6,6,1962,1962,"TA","TA","CBlock","TA","TA","Unf",0,1116,1116,"GasA","TA","Y",1116,0,1116,0,0,1,1,3,"TA",5,0,"Attchd",2,440,"TA","TA",0,0,0,385
208,140,76,7630,"Inside","2Story",5,9,1900,1996,"TA","Gd","BrkTil","Gd","TA","Unf",0,360,360,"GasA","Gd","Y",1032,780,1812,0,0,2,0,4,"Gd",8,1,"Detchd",2,672,"TA","TA",344,0,40,0
1027,146.9,75,9743,"Inside","2Story",5,6,1969,1969,"TA","TA","CBlock","TA","Fa","BLQ",280,440,720,"GasA","Gd","Y",720,588,1308,0,0,1,1,3,"TA",7,0,"Detchd",2,484,"TA","TA",0,0,0,0
483,207.5,34,5063,"Inside","1Story",7,5,2007,2008,"Gd","TA","PConc","Gd","TA","GLQ",904,410,1314,"GasA","Ex","Y",1314,0,1314,1,0,2,0,2,"Gd",6,1,"Attchd",2,626,"TA","TA",172,62,0,0
354,177.5,57,8923,"Inside","SLvl",7,5,1998,1998,"Gd","TA","PConc","Gd","TA","GLQ",189,195,384,"GasA","Gd","Y",751,631,1382,0,0,2,1,3,"TA",7,1,"BuiltIn",2,396,"TA","TA",256,0,0,0
1684,129.25,65,7150,"Inside","1Story",5,6,1966,1966,"TA","TA","CBlock","TA","TA","BLQ",725,263,988,"GasA","TA","Y",988,0,988,1,0,1,0,3,"TA",5,0,"Detchd",1,360,"TA","TA",0,0,0,0
1459,222.5,75,11404,"Inside","2Story",7,5,1998,1999,"Gd","TA","PConc","Gd","TA","ALQ",252,901,1153,"GasA","Ex","Y",1153,878,2031,0,0,2,1,3,"Gd",8,1,"Attchd",2,541,"TA","TA",192,84,0,0
241,186,83,10420,"Corner","1Story",6,5,2009,2009,"TA","TA","PConc","Gd","TA","GLQ",36,1176,1212,"GasA","Ex","Y",1212,0,1212,0,0,2,0,3,"Gd",6,0,"Attchd",2,460,"TA","TA",100,22,0,0
2910,127,41,2665,"Inside","2Story",5,6,1977,1977,"TA","TA","PConc","TA","TA","ALQ",548,36,757,"GasA","Ex","Y",925,550,1475,0,0,2,0,4,"TA",6,1,"Attchd",1,336,"TA","TA",104,26,0,0
1930,129.5,75,10050,"Inside","1Story",5,5,1955,1955,"TA","TA","CBlock","TA","TA","Rec",288,928,1216,"GasA","TA","Y",1216,0,1216,1,0,1,0,3,"TA",5,0,"Attchd",1,336,"TA","TA",0,0,0,0
2098,424.87,77,9965,"Inside","2Story",8,5,2006,2007,"Gd","TA","PConc","Ex","TA","GLQ",1150,316,1466,"GasA","Ex","Y",1466,1362,2828,1,0,3,0,4,"Gd",11,1,"BuiltIn",3,1052,"TA","TA",125,144,0,0
66,410,56,14720,"CulDSac","1.5Fin",8,5,1995,1996,"Gd","TA","PConc","Gd","TA","GLQ",816,1217,2033,"GasA","Ex","Y",2053,1185,3238,1,0,2,1,4,"Gd",9,1,"Attchd",3,666,"TA","TA",283,86,0,0
2812,196.5,89,11645,"Corner","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,860,860,"GasA","Ex","Y",860,860,1720,0,0,2,1,3,"Gd",7,0,"Attchd",2,565,"TA","TA",0,70,0,0
2677,115,0,6240,"Inside","1.5Fin",5,4,1936,1950,"TA","TA","BrkTil","Gd","TA","Unf",0,896,896,"GasA","Gd","Y",896,448,1344,0,0,1,0,3,"TA",7,0,"Detchd",1,240,"Fa","TA",200,114,0,0
2317,320,134,19378,"Corner","2Story",7,5,2005,2006,"Gd","TA","PConc","Gd","TA","GLQ",57,1335,1392,"GasA","Ex","Y",1392,1070,2462,1,0,2,1,4,"Gd",9,1,"Attchd",2,576,"TA","TA",239,132,0,0
646,115,60,10434,"Inside","1Story",4,5,1955,1955,"TA","TA","CBlock","TA","TA","Unf",0,1005,1005,"GasA","TA","Y",1005,0,1005,0,0,1,0,2,"Fa",5,1,"Detchd",2,672,"Fa","Fa",0,0,0,0
695,103.5,57,10307,"Inside","2Story",6,5,1910,1950,"TA","TA","CBlock","TA","TA","LwQ",633,339,972,"GasA","Gd","N",972,972,1944,1,0,2,0,4,"TA",12,0,"Detchd",2,324,"Fa","TA",0,28,169,0
509,257.5,78,10206,"Inside","1Story",8,5,2008,2008,"Gd","TA","PConc","Gd","TA","Unf",0,1614,1614,"GasA","Ex","Y",1658,0,1658,0,0,2,1,3,"Gd",7,1,"Attchd",3,726,"TA","TA",144,44,0,0
188,149.7,90,7407,"Inside","1Story",6,7,1957,1996,"TA","TA","CBlock","TA","TA","GLQ",600,312,912,"GasA","TA","Y",1236,0,1236,1,0,1,0,2,"TA",6,0,"Attchd",2,923,"TA","TA",0,158,158,0
1399,173,0,2887,"Inside","1Story",6,5,1996,1997,"TA","TA","PConc","Gd","TA","GLQ",1003,288,1291,"GasA","Ex","Y",1291,0,1291,1,0,1,0,2,"Gd",6,1,"Attchd",2,431,"TA","TA",307,0,0,0
602,127.5,70,9100,"Inside","1Story",6,6,1959,1959,"TA","TA","CBlock","TA","TA","Rec",612,252,864,"GasA","Ex","Y",864,0,864,0,0,1,0,2,"TA",5,0,"Detchd",1,300,"Ex","Ex",0,0,0,0
2537,140,70,8400,"Inside","SFoyer",5,6,1968,1968,"TA","TA","CBlock","Gd","TA","GLQ",744,89,833,"GasA","Gd","Y",898,0,898,1,0,1,0,3,"TA",6,0,"Attchd",1,326,"TA","TA",143,0,0,0
301,289,100,15602,"Inside","1Story",7,8,1959,1997,"TA","TA","CBlock","TA","TA","ALQ",1247,254,1501,"GasA","TA","Y",1801,0,1801,1,0,2,0,1,"TA",6,2,"Attchd",2,484,"TA","TA",0,54,0,161
1293,200,63,11426,"Inside","1.5Fin",7,5,2003,2003,"TA","TA","PConc","Gd","TA","Unf",0,1362,1362,"GasA","Ex","Y",1362,720,2082,0,0,2,1,3,"Gd",6,0,"Detchd",2,484,"TA","TA",280,238,0,0
923,155,80,14680,"Inside","1Story",5,4,1960,1960,"TA","TA","CBlock","TA","TA","Rec",793,480,1273,"GasA","Ex","Y",1273,0,1273,0,0,1,0,2,"TA",5,0,"Attchd",1,307,"TA","TA",483,0,0,115
1271,159,80,8000,"Inside","1Story",5,6,1959,1959,"TA","TA","PConc","TA","TA","BLQ",476,292,1256,"GasA","Gd","Y",1256,0,1256,1,0,1,1,3,"Gd",6,0,"Attchd",1,311,"TA","TA",0,240,0,0
2113,176.432,78,9317,"Inside","1Story",6,5,2006,2006,"Gd","TA","PConc","Gd","TA","GLQ",24,1290,1314,"GasA","Gd","Y",1314,0,1314,0,0,2,0,3,"Gd",6,1,"Attchd",2,440,"TA","TA",0,22,0,0
1425,248.5,65,9345,"Inside","1Story",8,5,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1615,1615,"GasA","Ex","Y",1615,0,1615,0,0,2,0,3,"Gd",7,1,"Attchd",3,864,"TA","TA",168,30,0,0
388,213,0,9373,"CulDSac","1Story",5,7,1975,1975,"TA","TA","CBlock","Gd","TA","ALQ",1333,120,1621,"GasA","TA","Y",1621,0,1621,1,0,2,0,3,"TA",7,2,"Attchd",2,478,"TA","TA",0,0,0,490
2678,75,51,6120,"Inside","1.5Fin",3,5,1930,1950,"Gd","TA","CBlock","TA","TA","Rec",347,381,728,"GasA","Ex","Y",728,434,1162,1,0,1,0,3,"TA",6,0,"Detchd",1,258,"Fa","Po",0,24,0,0
2316,185,70,11207,"FR2","2Story",6,5,1997,1997,"TA","TA","PConc","Gd","TA","GLQ",714,88,802,"GasA","Gd","Y",802,709,1511,1,0,2,1,3,"TA",8,1,"Attchd",2,413,"TA","TA",95,75,0,0
2176,148,0,7917,"Corner","1Story",6,7,1976,1976,"TA","Gd","CBlock","TA","Gd","BLQ",751,392,1143,"GasA","TA","Y",1113,0,1113,1,0,1,1,3,"TA",6,1,"Attchd",1,504,"TA","Gd",370,30,0,0
705,93,60,6000,"Inside","1Story",4,4,1953,1953,"Fa","TA","CBlock","Fa","TA","Unf",0,936,936,"GasA","TA","N",936,0,936,0,0,1,0,2,"TA",4,0,"Detchd",2,576,"TA","TA",0,32,112,0
337,159,70,7700,"Inside","2Story",5,2,1985,1986,"TA","Po","PConc","TA","TA","Unf",0,1216,1216,"GasA","Gd","Y",1216,1216,2432,0,0,4,2,4,"TA",10,0,"Attchd",2,616,"TA","Fa",200,0,0,0
871,203,73,11883,"Inside","1Story",7,5,1996,1996,"Gd","TA","PConc","Gd","TA","GLQ",690,814,1504,"GasA","Ex","Y",1504,0,1504,1,0,2,0,3,"Gd",6,1,"Attchd",2,478,"TA","TA",115,66,0,0
632,156.5,70,8400,"Inside","1Story",6,3,1957,1957,"TA","TA","CBlock","TA","TA","ALQ",189,628,1478,"GasA","Gd","Y",1478,0,1478,1,0,1,1,3,"TA",6,2,"Attchd",2,442,"TA","TA",114,0,0,216
1602,113,100,21750,"Inside","1Story",5,5,1954,1954,"TA","TA","CBlock","TA","TA","Unf",0,988,988,"GasA","Ex","Y",988,0,988,0,0,1,0,2,"TA",4,0,"Attchd",2,520,"TA","TA",0,0,0,0
85,148,88,11782,"Inside","SFoyer",5,7,1961,1995,"TA","TA","CBlock","TA","TA","ALQ",899,210,1109,"GasA","TA","Y",1155,0,1155,1,0,1,0,3,"Gd",6,0,"Detchd",2,576,"TA","TA",192,0,0,0
2021,102,60,6180,"Corner","1Story",6,5,1926,1950,"TA","TA","BrkTil","TA","TA","Unf",0,960,960,"GasA","TA","N",986,0,986,0,0,1,0,2,"TA",5,1,"Detchd",1,180,"TA","TA",0,128,0,0
401,97,70,10500,"FR2","1Story",4,6,1971,1971,"TA","TA","CBlock","TA","TA","ALQ",524,160,864,"GasA","Gd","Y",864,0,864,0,0,1,0,2,"TA",4,0,"Detchd",2,576,"TA","TA",216,0,0,0
1665,184,0,7472,"CulDSac","2Story",7,9,1972,2004,"TA","TA","CBlock","TA","TA","ALQ",626,99,725,"GasA","Gd","Y",725,754,1479,1,0,1,1,4,"Gd",7,0,"Attchd",2,484,"TA","TA",0,32,0,0
2367,83,21,1953,"Inside","2Story",6,5,1973,1973,"TA","TA","CBlock","TA","Fa","BLQ",309,174,483,"GasA","TA","Y",483,504,987,0,0,1,1,2,"TA",5,0,"Detchd",1,264,"TA","TA",72,0,0,0
191,140.75,60,10560,"Inside","2Story",6,7,1922,1994,"TA","TA","CBlock","Fa","TA","Rec",283,455,738,"GasA","Ex","Y",868,602,1470,0,0,1,1,2,"TA",6,0,"Detchd",2,624,"TA","TA",0,0,0,0
2000,152,40,5400,"Corner","1Story",6,7,1926,2004,"TA","Gd","BrkTil","TA","TA","LwQ",370,779,1149,"GasA","Gd","Y",1149,467,1616,0,0,2,0,3,"Gd",5,0,"Detchd",1,216,"TA","TA",0,0,183,0
1466,183,72,7226,"CulDSac","2Story",7,5,2003,2003,"Gd","TA","PConc","Gd","TA","Unf",0,798,798,"GasA","Ex","Y",798,842,1640,0,0,2,1,3,"Gd",6,0,"Attchd",2,595,"TA","TA",0,45,0,0
1580,150,75,12890,"Inside","1Story",6,5,1989,1989,"TA","TA","CBlock","Gd","TA","Unf",0,1495,1495,"GasA","Ex","Y",1495,0,1495,0,0,2,0,3,"TA",8,1,"Attchd",2,438,"TA","TA",252,0,192,0
2674,159,50,5000,"Corner","1.5Fin",6,7,1947,1950,"TA","Gd","CBlock","TA","TA","ALQ",399,605,1004,"GasA","Ex","Y",1004,660,1664,0,0,2,0,3,"TA",7,2,"Detchd",2,420,"TA","TA",0,24,36,0
2707,90,72,10791,"Inside","1Story",4,5,1967,1967,"TA","TA","Slab","None","None","None",0,0,0,"GasA","TA","Y",1296,0,1296,0,0,2,0,2,"TA",6,0,"CarPort",2,516,"TA","TA",0,0,0,0
1965,140,70,7315,"Inside","1Story",5,6,1958,1958,"TA","TA","CBlock","TA","TA","Rec",625,545,1170,"GasA","TA","Y",1170,0,1170,0,1,1,0,3,"TA",6,1,"Attchd",1,338,"TA","TA",0,0,0,225
2647,111.5,50,5633,"Inside","1Story",5,7,1925,1950,"TA","TA","BrkTil","TA","Fa","Unf",0,844,844,"GasA","TA","Y",844,0,844,0,0,1,0,2,"TA",5,0,"Detchd",1,216,"TA","TA",50,81,123,0
2685,113,58,6380,"Inside","1.5Unf",5,6,1922,1950,"TA","TA","BrkTil","TA","Fa","Unf",0,993,993,"GasA","TA","Y",1048,0,1048,0,0,1,0,2,"TA",5,1,"Detchd",1,280,"TA","TA",0,0,116,0
798,105,60,9060,"Inside","1.5Fin",6,5,1939,1950,"TA","TA","BrkTil","TA","TA","Rec",204,356,560,"GasA","TA","Y",698,560,1258,0,0,1,0,2,"TA",6,0,"Detchd",1,280,"TA","TA",0,0,0,0
2073,182,0,11075,"Corner","1Story",6,5,1984,1984,"TA","TA","PConc","Gd","TA","BLQ",299,0,1190,"GasA","Ex","Y",1522,0,1522,0,0,2,0,3,"TA",7,1,"Attchd",2,552,"TA","TA",0,77,0,168
1437,207.5,68,8998,"Inside","2Story",7,5,2000,2000,"Gd","TA","PConc","Gd","TA","GLQ",527,255,782,"GasA","Ex","Y",782,870,1652,0,0,2,1,3,"Gd",6,0,"Attchd",2,532,"TA","TA",0,70,0,0
590,230,0,13774,"Inside","2Story",7,7,1977,1992,"TA","Gd","PConc","Gd","TA","GLQ",432,476,908,"GasA","Ex","Y",1316,972,2288,0,0,1,2,4,"Gd",8,2,"Attchd",2,520,"TA","TA",321,72,0,156
881,190,65,9313,"Inside","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,864,864,"GasA","Ex","Y",864,864,1728,0,0,2,1,3,"Gd",7,0,"Attchd",2,572,"TA","TA",187,56,0,0
2540,146,71,9230,"Corner","1Story",5,8,1965,1998,"TA","TA","CBlock","TA","TA","GLQ",661,203,864,"GasA","Gd","Y",1200,0,1200,1,0,1,1,1,"Gd",6,0,"Detchd",2,884,"TA","TA",0,64,0,0
1955,128.5,66,8300,"Inside","1Story",6,6,1968,1968,"TA","TA","CBlock","TA","TA","Rec",952,0,952,"GasA","Gd","Y",952,0,952,1,0,1,0,3,"TA",5,0,"Attchd",1,288,"TA","TA",0,0,0,0
2202,148.5,63,4000,"Inside","2Story",7,8,1930,1995,"TA","TA","BrkTil","Gd","TA","GLQ",246,285,531,"GasA","TA","Y",567,531,1098,1,0,1,0,2,"TA",5,1,"Detchd",1,216,"TA","TA",0,0,0,0
2806,207,70,8810,"Inside","1Story",7,5,2003,2003,"Gd","TA","PConc","Gd","TA","GLQ",1000,390,1390,"GasA","Ex","Y",1390,0,1390,1,0,2,0,3,"Gd",7,0,"Attchd",2,545,"TA","TA",0,68,0,0
61,355,60,17433,"CulDSac","2Story",8,5,1998,1998,"Gd","TA","PConc","Ex","TA","Unf",0,1629,1629,"GasA","Ex","Y",1645,830,2475,0,0,2,1,4,"Gd",7,1,"Attchd",3,962,"TA","TA",23,172,0,256
2769,148,57,8846,"CulDSac","SFoyer",5,5,1996,1996,"Gd","TA","PConc","Gd","TA","GLQ",298,572,870,"GasA","Ex","Y",914,0,914,0,0,1,0,2,"TA",5,0,"Detchd",2,576,"TA","TA",0,0,0,0
2116,277,0,159000,"CulDSac","1.5Fin",6,7,1958,2006,"Gd","TA","CBlock","Gd","TA","Rec",697,747,1444,"GasA","Gd","Y",1444,700,2144,0,1,2,0,4,"Gd",7,2,"Attchd",2,389,"TA","TA",0,98,0,0
2850,160,43,7000,"Inside","2Story",7,8,1926,1997,"TA","TA","BrkTil","TA","TA","ALQ",424,200,624,"GasA","Ex","Y",743,736,1479,1,0,1,0,3,"Gd",6,2,"Detchd",1,312,"TA","TA",530,0,56,0
2927,131,0,8885,"Inside","1Story",5,5,1983,1983,"TA","TA","CBlock","Gd","TA","BLQ",301,239,864,"GasA","TA","Y",902,0,902,1,0,1,0,2,"TA",5,0,"Attchd",2,484,"TA","TA",164,0,0,0
1395,108,60,10200,"Inside","1Story",5,8,1940,1997,"TA","TA","PConc","TA","TA","Unf",0,672,672,"GasA","Ex","Y",672,0,672,0,0,1,0,2,"TA",4,0,"Detchd",1,240,"TA","TA",168,0,0,0
651,95,107,10615,"Corner","2Story",3,5,1900,1970,"TA","TA","CBlock","Fa","TA","BLQ",440,538,978,"GasA","TA","Y",1014,685,1699,1,0,2,0,3,"TA",7,0,"CarPort",2,420,"Fa","Fa",0,74,0,0
